gene_symbol	ENTREZ_ID	is_coreseed	is_magma_sig	in_setA	P_meta	Q_meta	P_meta	GWAS_Grade	Q_gwas1	Q_gwas2
UBA3	9039	FALSE	FALSE	FALSE	0.382092	0.850411	0.382092	None	0.910355	0.788506
BPIFB6	128859	FALSE	FALSE	FALSE	0.38213	0.850411	0.38213	None	0.915517	0.780032
STX18	53407	FALSE	FALSE	FALSE	0.382236	0.850419	0.382236	None	0.79135	0.859997
CDK5R2	8941	FALSE	FALSE	FALSE	0.382333	0.850419	0.382333	None	0.975023	0.964842
RFLNB	359845	FALSE	FALSE	FALSE	0.382358	0.850419	0.382358	None	0.982157	0.961161
ZNF532	55205	FALSE	FALSE	FALSE	0.382358	0.850419	0.382358	None	0.923209	0.768133
SPATS2	65244	FALSE	FALSE	FALSE	0.382371	0.850419	0.382371	None	1	0.879766
CCDC93	54520	FALSE	FALSE	FALSE	0.382478	0.850552	0.382478	None	0.91962	0.771259
MTX3	345778	FALSE	FALSE	FALSE	0.382661	0.850854	0.382661	None	0.961474	0.702949
XKR4	114786	FALSE	FALSE	FALSE	0.382786	0.851026	0.382786	None	0.954945	0.714112
TMEM217	221468	FALSE	FALSE	FALSE	0.382967	0.851118	0.382967	None	0.822078	1
H1-10	8971	FALSE	FALSE	FALSE	0.382982	0.851118	0.382982	None	0.75594	0.878114
MOGAT3	346606	FALSE	FALSE	FALSE	0.382996	0.851118	0.382996	None	0.94029	0.741247
HAX1	10456	FALSE	FALSE	FALSE	0.383017	0.851118	0.383017	None	1	0.846377
RASD1	51655	FALSE	FALSE	FALSE	0.383132	0.851231	0.383132	None	0.992958	0.581096
TCAF2	285966	FALSE	FALSE	FALSE	0.383163	0.851231	0.383163	None	1	0.899122
RFX7	64864	FALSE	FALSE	FALSE	0.383379	0.851606	0.383379	None	1	0.909789
OPRM1	4988	FALSE	FALSE	FALSE	0.383712	0.852113	0.383712	None	0.965525	0.688459
MYBL1	4603	FALSE	FALSE	FALSE	0.383805	0.852113	0.383805	None	0.999655	0.919892
OR10A2	341276	FALSE	FALSE	FALSE	0.383839	0.852113	0.383839	None	0.966055	0.688459
ENTREZ:100287290	100287290	FALSE	FALSE	FALSE	0.38386	0.852113	0.38386	None	0.975023	0.646537
NFATC3	4775	FALSE	FALSE	FALSE	0.383881	0.852113	0.383881	None	0.976222	0.637931
TGM1	7051	FALSE	FALSE	FALSE	0.383893	0.852113	0.383893	None	0.757073	0.875871
NIBAN2	64855	FALSE	FALSE	FALSE	0.383943	0.852119	0.383943	None	0.989346	0.950651
RPS14	6208	FALSE	FALSE	FALSE	0.384018	0.85218	0.384018	None	1	0.900437
TBC1D31	93594	FALSE	FALSE	FALSE	0.384154	0.852202	0.384154	None	0.975023	0.649139
CEP89	84902	FALSE	FALSE	FALSE	0.38416	0.852202	0.38416	None	0.970708	0.970782
GPR156	165829	FALSE	FALSE	FALSE	0.384171	0.852202	0.384171	None	0.954945	0.716337
CABLES2	81928	FALSE	FALSE	FALSE	0.384275	0.852328	0.384275	None	0.9925	0.946375
FREM2	341640	FALSE	FALSE	FALSE	0.384425	0.852385	0.384425	None	1	0.913263
IREB2	3658	FALSE	FALSE	FALSE	0.38445	0.852385	0.38445	None	0.954945	0.720351
URB2	9816	FALSE	FALSE	FALSE	0.38453	0.852385	0.38453	None	0.829694	0.823911
RECQL5	9400	FALSE	FALSE	FALSE	0.38456	0.852385	0.38456	None	0.923209	0.76753
TNIK	23043	FALSE	FALSE	FALSE	0.384598	0.852385	0.384598	None	1	0.90655
KLHL24	54800	FALSE	FALSE	FALSE	0.3846	0.852385	0.3846	None	1	0.85902
GTF3C2	2976	FALSE	FALSE	FALSE	0.384713	0.852385	0.384713	None	0.753974	0.888508
MKRN2	23609	FALSE	FALSE	FALSE	0.384741	0.852385	0.384741	None	0.9925	0.946375
VPS72	6944	FALSE	FALSE	FALSE	0.38475	0.852385	0.38475	None	0.919599	0.774479
GSTM5	2949	FALSE	FALSE	FALSE	0.384875	0.852385	0.384875	None	1	0.908582
SLC9A5	6553	FALSE	FALSE	FALSE	0.384921	0.852385	0.384921	None	0.925146	0.989286
PLIN4	729359	FALSE	FALSE	FALSE	0.384953	0.852385	0.384953	None	0.992787	0.945034
IGL	3535	FALSE	FALSE	FALSE	0.385066	0.852385	0.385066	None	0.985689	0.956115
OR5B17	219965	FALSE	FALSE	FALSE	0.385249	0.852385	0.385249	None	0.980481	0.632371
CUL1	8454	FALSE	FALSE	FALSE	0.385391	0.852385	0.385391	None	0.998566	0.924206
FUZ	80199	FALSE	FALSE	FALSE	0.385428	0.852385	0.385428	None	0.964013	0.693033
PFKP	5214	FALSE	FALSE	FALSE	0.385429	0.852385	0.385429	None	1	0.870178
SEPTIN11	55752	FALSE	FALSE	FALSE	0.385444	0.852385	0.385444	None	0.999655	0.922291
FAM98B	283742	FALSE	FALSE	FALSE	0.385468	0.852385	0.385468	None	0.987484	0.95185
ST3GAL2	6483	FALSE	FALSE	FALSE	0.385491	0.852385	0.385491	None	0.797127	0.85902
RAB14	51552	FALSE	FALSE	FALSE	0.385503	0.852385	0.385503	None	0.992833	0.944562
ZNF316	100131017	FALSE	FALSE	FALSE	0.385516	0.852385	0.385516	None	0.894609	0.795235
XRCC6	2547	FALSE	FALSE	FALSE	0.385563	0.852385	0.385563	None	1	0.878114
SPSB3	90864	FALSE	FALSE	FALSE	0.385611	0.852385	0.385611	None	0.919668	0.771356
PFKFB3	5209	FALSE	FALSE	FALSE	0.385612	0.852385	0.385612	None	1	0.8963
CMTM8	152189	FALSE	FALSE	FALSE	0.38564	0.852385	0.38564	None	0.993098	0.935175
LINC02693	339263	FALSE	FALSE	FALSE	0.385643	0.852385	0.385643	None	0.925146	0.766296
SLC35G4	646000	FALSE	FALSE	FALSE	0.385675	0.852385	0.385675	None	0.923209	0.768485
RAB40B	10966	FALSE	FALSE	FALSE	0.38568	0.852385	0.38568	None	0.853297	0.813017
WBP1L	54838	FALSE	FALSE	FALSE	0.385785	0.852422	0.385785	None	0.999655	0.922118
UST	10090	FALSE	FALSE	FALSE	0.385792	0.852422	0.385792	None	0.994988	0.931397
AP1S1	1174	FALSE	FALSE	FALSE	0.385909	0.852577	0.385909	None	0.83521	0.822246
TMEM91	641649	FALSE	FALSE	FALSE	0.385984	0.852636	0.385984	None	0.981358	0.961676
CACNA2D2	9254	FALSE	FALSE	FALSE	0.386115	0.852656	0.386115	None	0.911121	0.789725
GRIK1	2897	FALSE	FALSE	FALSE	0.386129	0.852656	0.386129	None	1	0.878114
DMAC2	55101	FALSE	FALSE	FALSE	0.386183	0.852656	0.386183	None	1	0.881724
CCDC190	339512	FALSE	FALSE	FALSE	0.386183	0.852656	0.386183	None	0.925179	0.760546
INTS2	57508	FALSE	FALSE	FALSE	0.386242	0.852681	0.386242	None	0.881052	0.800414
CHID1	66005	FALSE	FALSE	FALSE	0.386351	0.852687	0.386351	None	0.913072	0.784676
CFAP45	25790	FALSE	FALSE	FALSE	0.386459	0.852687	0.386459	None	0.948229	0.984487
OBI1	79596	FALSE	FALSE	FALSE	0.386486	0.852687	0.386486	None	0.999655	0.920852
PADI6	353238	FALSE	FALSE	FALSE	0.386522	0.852687	0.386522	None	0.963079	0.695811
IRAK2	3656	FALSE	FALSE	FALSE	0.386682	0.852687	0.386682	None	0.935597	0.986848
PIBF1	10464	FALSE	FALSE	FALSE	0.386698	0.852687	0.386698	None	0.954945	0.718359
PNOC	5368	FALSE	FALSE	FALSE	0.38677	0.852687	0.38677	None	0.994988	0.931993
THEMIS	387357	FALSE	FALSE	FALSE	0.386854	0.852687	0.386854	None	0.921634	0.771259
BNIP2	663	FALSE	FALSE	FALSE	0.386865	0.852687	0.386865	None	0.992958	0.577183
HAUS1	115106	FALSE	FALSE	FALSE	0.386968	0.852687	0.386968	None	0.946898	0.984708
KSR2	283455	FALSE	FALSE	FALSE	0.386979	0.852687	0.386979	None	0.981358	0.625907
LILRB3	11025	FALSE	FALSE	FALSE	0.386991	0.852687	0.386991	None	0.954945	0.715779
ABCA6	23460	FALSE	FALSE	FALSE	0.387074	0.852687	0.387074	None	0.90037	0.793605
CRISP1	167	FALSE	FALSE	FALSE	0.387112	0.852687	0.387112	None	0.954945	0.982015
LINC03048	100130370	FALSE	FALSE	FALSE	0.387116	0.852687	0.387116	None	0.965525	0.975174
OLAH	55301	FALSE	FALSE	FALSE	0.387256	0.852687	0.387256	None	0.970084	0.676028
NUSAP1	51203	FALSE	FALSE	FALSE	0.387292	0.852687	0.387292	None	1	0.915517
RNASE7	84659	FALSE	FALSE	FALSE	0.387332	0.852687	0.387332	None	0.963079	0.976262
CASP12	100506742	FALSE	FALSE	FALSE	0.387437	0.852687	0.387437	None	1	0.908582
PPME1	51400	FALSE	FALSE	FALSE	0.38745	0.852687	0.38745	None	1	0.839658
NCMAP	400746	FALSE	FALSE	FALSE	0.387452	0.852687	0.387452	None	0.963888	0.695478
ARID1B	57492	FALSE	FALSE	FALSE	0.387529	0.852687	0.387529	None	0.99733	0.927883
SETMAR	6419	FALSE	FALSE	FALSE	0.387592	0.852687	0.387592	None	0.993098	0.935136
RAB36	9609	FALSE	FALSE	FALSE	0.387653	0.852687	0.387653	None	0.75594	1
RABL3	285282	FALSE	FALSE	FALSE	0.387701	0.852687	0.387701	None	0.947949	0.733245
ZNF714	148206	FALSE	FALSE	FALSE	0.387725	0.852687	0.387725	None	0.834948	0.999899
SF3B5	83443	FALSE	FALSE	FALSE	0.387737	0.852687	0.387737	None	0.95582	0.979782
STK24	8428	FALSE	FALSE	FALSE	0.387756	0.852687	0.387756	None	0.969258	0.971923
PCCB	5096	FALSE	FALSE	FALSE	0.387776	0.852687	0.387776	None	0.829694	0.826992
NCR3	259197	FALSE	FALSE	FALSE	0.387819	0.852687	0.387819	None	0.992958	0.936922
DGCR2	9993	FALSE	FALSE	FALSE	0.387865	0.852687	0.387865	None	1	0.440002
ZC3H12D	340152	FALSE	FALSE	FALSE	0.387871	0.852687	0.387871	None	0.925146	0.764186
EXOC5	10640	FALSE	FALSE	FALSE	0.387932	0.852687	0.387932	None	0.946898	0.733887
EIF2B3	8891	FALSE	FALSE	FALSE	0.387991	0.852687	0.387991	None	0.975023	0.658579
TRMT1L	81627	FALSE	FALSE	FALSE	0.387997	0.852687	0.387997	None	0.992958	0.939625
CPOX	1371	FALSE	FALSE	FALSE	0.388034	0.852687	0.388034	None	0.975023	0.966817
AGGF1	55109	FALSE	FALSE	FALSE	0.388063	0.852687	0.388063	None	0.948002	0.984499
OR5M10	390167	FALSE	FALSE	FALSE	0.388144	0.852687	0.388144	None	0.902017	0.792799
RBPMS	11030	FALSE	FALSE	FALSE	0.388177	0.852687	0.388177	None	0.992958	0.939226
PA2G4	5036	FALSE	FALSE	FALSE	0.388195	0.852687	0.388195	None	0.992958	0.942078
PTPRZ1	5803	FALSE	FALSE	FALSE	0.388224	0.852687	0.388224	None	0.994988	0.93124
CPSF7	79869	FALSE	FALSE	FALSE	0.388242	0.852687	0.388242	None	0.974831	0.968349
IL17RE	132014	FALSE	FALSE	FALSE	0.38849	0.853126	0.38849	None	0.948803	0.983931
DHX37	57647	FALSE	FALSE	FALSE	0.388568	0.853193	0.388568	None	0.999655	0.918891
NIPBL	25836	FALSE	FALSE	FALSE	0.388659	0.85324	0.388659	None	0.946898	0.984639
SPINDOC	144097	FALSE	FALSE	FALSE	0.388685	0.85324	0.388685	None	0.958525	0.977703
CCDC39	339829	FALSE	FALSE	FALSE	0.388841	0.853357	0.388841	None	0.845491	0.820316
AK5	26289	FALSE	FALSE	FALSE	0.388876	0.853357	0.388876	None	0.956068	0.711342
CFHR2	3080	FALSE	FALSE	FALSE	0.38888	0.853357	0.38888	None	0.958525	0.709171
ANG	283	FALSE	FALSE	FALSE	0.388972	0.853453	0.388972	None	0.962254	0.702933
KRTAP19-1	337882	FALSE	FALSE	FALSE	0.389041	0.853501	0.389041	None	0.958331	0.977774
CNNM2	54805	FALSE	FALSE	FALSE	0.389188	0.853716	0.389188	None	0.925146	0.766296
RPIA	22934	FALSE	FALSE	FALSE	0.389303	0.853716	0.389303	None	0.828207	0.8307
CSNK1A1L	122011	FALSE	FALSE	FALSE	0.389325	0.853716	0.389325	None	0.982157	0.959743
SPINK14	408187	FALSE	FALSE	FALSE	0.389455	0.853716	0.389455	None	1	0.868942
LRRC36	55282	FALSE	FALSE	FALSE	0.3895	0.853716	0.3895	None	0.981358	0.960924
PTBP3	9991	FALSE	FALSE	FALSE	0.389509	0.853716	0.389509	None	0.693147	0.921248
ATF3	467	FALSE	FALSE	FALSE	0.389584	0.853716	0.389584	None	0.947949	0.733447
MTFMT	123263	FALSE	FALSE	FALSE	0.389702	0.853716	0.389702	None	0.965525	0.692504
DNAJB14	79982	FALSE	FALSE	FALSE	0.389712	0.853716	0.389712	None	0.987948	0.950651
MIER2	54531	FALSE	FALSE	FALSE	0.389713	0.853716	0.389713	None	0.992958	0.941952
MNDA	4332	FALSE	FALSE	FALSE	0.389811	0.853716	0.389811	None	0.915517	0.780515
MARCHF2	51257	FALSE	FALSE	FALSE	0.389831	0.853716	0.389831	None	0.99623	0.930101
SDF2	6388	FALSE	FALSE	FALSE	0.38984	0.853716	0.38984	None	1	0.813017
PNMA8A	55228	FALSE	FALSE	FALSE	0.389861	0.853716	0.389861	None	0.7655	0.870512
MMP1	4312	FALSE	FALSE	FALSE	0.389893	0.853716	0.389893	None	0.954945	0.724734
UGT2B11	10720	FALSE	FALSE	FALSE	0.38994	0.853716	0.38994	None	0.992787	0.943936
ERRFI1	54206	FALSE	FALSE	FALSE	0.389949	0.853716	0.389949	None	0.9925	0.945081
ANKRD28	23243	FALSE	FALSE	FALSE	0.390049	0.853832	0.390049	None	0.912098	0.99451
TCP1	6950	FALSE	FALSE	FALSE	0.390165	0.853955	0.390165	None	0.800242	1
OR52H1	390067	FALSE	FALSE	FALSE	0.390289	0.853955	0.390289	None	0.982573	0.625233
IFNK	56832	FALSE	FALSE	FALSE	0.390379	0.853955	0.390379	None	0.915517	0.782463
LAMB4	22798	FALSE	FALSE	FALSE	0.390402	0.853955	0.390402	None	0.943714	0.740836
IRF2BP1	26145	FALSE	FALSE	FALSE	0.39044	0.853955	0.39044	None	0.986906	0.606561
PSMG2	56984	FALSE	FALSE	FALSE	0.390453	0.853955	0.390453	None	0.964108	0.695478
NFATC2IP	84901	FALSE	FALSE	FALSE	0.390582	0.853955	0.390582	None	0.999655	0.515779
AOX1	316	FALSE	FALSE	FALSE	0.390653	0.853955	0.390653	None	0.959059	0.709171
UBE2M	9040	FALSE	FALSE	FALSE	0.390749	0.853955	0.390749	None	1	0.872075
GGNBP2	79893	FALSE	FALSE	FALSE	0.390799	0.853955	0.390799	None	0.970084	0.677179
ELP1	8518	FALSE	FALSE	FALSE	0.390826	0.853955	0.390826	None	0.885	0.800061
FKBP1A	2280	FALSE	FALSE	FALSE	0.390873	0.853955	0.390873	None	0.955682	0.979782
MFGE8	4240	FALSE	FALSE	FALSE	0.390875	0.853955	0.390875	None	1	0.909724
ILKAP	80895	FALSE	FALSE	FALSE	0.390912	0.853955	0.390912	None	0.992787	0.943675
TLDC2	140711	FALSE	FALSE	FALSE	0.390913	0.853955	0.390913	None	1	0.440002
AFTPH-DT	101927402	FALSE	FALSE	FALSE	0.390952	0.853955	0.390952	None	0.866523	0.809044
KLHL1	57626	FALSE	FALSE	FALSE	0.390965	0.853955	0.390965	None	0.957126	0.711342
PRODH2	58510	FALSE	FALSE	FALSE	0.391	0.853955	0.391	None	1	0.488322
DENND3	22898	FALSE	FALSE	FALSE	0.39105	0.853955	0.39105	None	0.906198	0.995029
FRYL	285527	FALSE	FALSE	FALSE	0.391058	0.853955	0.391058	None	0.994988	0.93124
FOXI1	2299	FALSE	FALSE	FALSE	0.39117	0.854094	0.39117	None	0.970708	0.676725
RALB	5899	FALSE	FALSE	FALSE	0.391324	0.854327	0.391324	None	0.985391	0.61749
EWSR1	2130	FALSE	FALSE	FALSE	0.391391	0.854369	0.391391	None	0.903762	0.793985
CCDC124	115098	FALSE	FALSE	FALSE	0.391591	0.854582	0.391591	None	0.907873	0.792799
JPH1	56704	FALSE	FALSE	FALSE	0.391733	0.854582	0.391733	None	0.982157	0.959064
RSPO4	343637	FALSE	FALSE	FALSE	0.3918	0.854582	0.3918	None	0.95582	0.714112
SLX9	85395	FALSE	FALSE	FALSE	0.391823	0.854582	0.391823	None	1	0.895067
LRP2	4036	FALSE	FALSE	FALSE	0.391868	0.854582	0.391868	None	0.800242	0.85516
PROSER2	254427	FALSE	FALSE	FALSE	0.391872	0.854582	0.391872	None	0.970708	0.970537
MORN3	283385	FALSE	FALSE	FALSE	0.391909	0.854582	0.391909	None	1	0.901398
DACT1	51339	FALSE	FALSE	FALSE	0.391911	0.854582	0.391911	None	0.963251	0.696279
EEA1	8411	FALSE	FALSE	FALSE	0.39193	0.854582	0.39193	None	1	0.896628
ZNF560	147741	FALSE	FALSE	FALSE	0.391966	0.854582	0.391966	None	0.753974	0.89165
ACIN1	22985	FALSE	FALSE	FALSE	0.392118	0.854712	0.392118	None	0.992958	0.941385
RNF222	643904	FALSE	FALSE	FALSE	0.392121	0.854712	0.392121	None	0.919599	0.99087
SSH3	54961	FALSE	FALSE	FALSE	0.392231	0.854831	0.392231	None	0.969258	0.684822
NGFR	4804	FALSE	FALSE	FALSE	0.392271	0.854831	0.392271	None	0.992958	0.936922
PACS2	23241	FALSE	FALSE	FALSE	0.392402	0.854976	0.392402	None	0.927459	0.988216
HOXB9	3219	FALSE	FALSE	FALSE	0.392449	0.854976	0.392449	None	0.911121	0.79048
PRSS53	339105	FALSE	FALSE	FALSE	0.392492	0.854976	0.392492	None	1	0.87295
NUBP2	10101	FALSE	FALSE	FALSE	0.392558	0.854976	0.392558	None	0.919599	0.777372
CIMIP2A	401565	FALSE	FALSE	FALSE	0.392596	0.854976	0.392596	None	0.8392	
IL12RB1	3594	FALSE	FALSE	FALSE	0.392681	0.854976	0.392681	None	0.925146	0.76753
DGKI	9162	FALSE	FALSE	FALSE	0.39274	0.854976	0.39274	None	0.992958	0.559222
CLNS1A	1207	FALSE	FALSE	FALSE	0.392748	0.854976	0.392748	None	0.962254	0.703077
MRPL11	65003	FALSE	FALSE	FALSE	0.392766	0.854976	0.392766	None	0.992958	0.939625
COMMD2	51122	FALSE	FALSE	FALSE	0.392838	0.855029	0.392838	None	0.975023	0.965042
SPATA31F1	259308	FALSE	FALSE	FALSE	0.392989	0.855252	0.392989	None	0.948229	0.733245
CEP95	90799	FALSE	FALSE	FALSE	0.393067	0.855254	0.393067	None	0.99733	0.538517
FRMPD1	22844	FALSE	FALSE	FALSE	0.393085	0.855254	0.393085	None	0.934777	0.98659
TSPAN4	7106	FALSE	FALSE	FALSE	0.393187	0.855295	0.393187	None	0.918939	0.780292
TOM1	10043	FALSE	FALSE	FALSE	0.393199	0.855295	0.393199	None	0.967611	0.972937
EHMT2	10919	FALSE	FALSE	FALSE	0.393363	0.855375	0.393363	None	0.999655	0.919892
FST	10468	FALSE	FALSE	FALSE	0.393369	0.855375	0.393369	None	0.980737	0.961161
APAF1	317	FALSE	FALSE	FALSE	0.393448	0.855375	0.393448	None	0.992958	0.939655
CSTF3	1479	FALSE	FALSE	FALSE	0.393464	0.855375	0.393464	None	0.998133	0.528995
CHCT1	124773	FALSE	FALSE	FALSE	0.393474	0.855375	0.393474	None	1	0.512014
CNTN5	53942	FALSE	FALSE	FALSE	0.393564	0.855381	0.393564	None	1	0.879971
C10orf67	256815	FALSE	FALSE	FALSE	0.39359	0.855381	0.39359	None	0.963079	0.975409
C16orf86	388284	FALSE	FALSE	FALSE	0.393692	0.855381	0.393692	None	0.91962	0.774479
NFATC1	4772	FALSE	FALSE	FALSE	0.3937	0.855381	0.3937	None	0.992958	0.936922
AFAP1	60312	FALSE	FALSE	FALSE	0.393784	0.855381	0.393784	None	1	0.894064
C8orf44	56260	FALSE	FALSE	FALSE	0.393834	0.855381	0.393834	None	0.996251	0.928646
EIF2AK3	9451	FALSE	FALSE	FALSE	0.393921	0.855381	0.393921	None	0.93097	0.760156
NXPE3	91775	FALSE	FALSE	FALSE	0.393997	0.855381	0.393997	None	0.948002	0.735056
FABP1	2168	FALSE	FALSE	FALSE	0.394087	0.855381	0.394087	None	0.992958	0.935941
TBX3	6926	FALSE	FALSE	FALSE	0.394106	0.855381	0.394106	None	0.983488	0.957385
TAAR6	319100	FALSE	FALSE	FALSE	0.394128	0.855381	0.394128	None	0.800242	0.857833
ILRUN	64771	FALSE	FALSE	FALSE	0.394142	0.855381	0.394142	None	0.804232	0.848646
SLC6A17	388662	FALSE	FALSE	FALSE	0.39418	0.855381	0.39418	None	0.969258	0.971634
C1GALT1C1L	728819	FALSE	FALSE	FALSE	0.394204	0.855381	0.394204	None	1	0.892092
PRKCI	5584	FALSE	FALSE	FALSE	0.394229	0.855381	0.394229	None	0.975023	0.965716
IAPP	3375	FALSE	FALSE	FALSE	0.394316	0.855381	0.394316	None	0.999304	0.920294
BCCIP	56647	FALSE	FALSE	FALSE	0.394334	0.855381	0.394334	None	0.834857	0.824631
MTFR2	113115	FALSE	FALSE	FALSE	0.394362	0.855381	0.394362	None	0.992958	0.584909
RAB11FIP1	80223	FALSE	FALSE	FALSE	0.394443	0.855381	0.394443	None	1	0.836154
TULP1	7287	FALSE	FALSE	FALSE	0.394462	0.855381	0.394462	None	0.975023	0.963453
ANKS1A	23294	FALSE	FALSE	FALSE	0.394479	0.855381	0.394479	None	0.948229	0.983931
PLEKHA8	84725	FALSE	FALSE	FALSE	0.394577	0.855489	0.394577	None	0.985689	0.954447
UFC1	51506	FALSE	FALSE	FALSE	0.394759	0.855678	0.394759	None	0.993098	0.556719
MT1F	4494	FALSE	FALSE	FALSE	0.39476	0.855678	0.39476	None	0.925146	0.766296
FDX2	112812	FALSE	FALSE	FALSE	0.394982	0.855972	0.394982	None	0.98278	0.628794
MRPL42	28977	FALSE	FALSE	FALSE	0.39499	0.855972	0.39499	None	0.921634	0.990047
PKIB	5570	FALSE	FALSE	FALSE	0.395044	0.855984	0.395044	None	1	0.887593
EIF4G1	1981	FALSE	FALSE	FALSE	0.395097	0.855995	0.395097	None	0.963251	0.698205
C18orf54	162681	FALSE	FALSE	FALSE	0.395296	0.856227	0.395296	None	0.894609	0.79885
SDCBP	6386	FALSE	FALSE	FALSE	0.395303	0.856227	0.395303	None	1	0.874709
MON2	23041	FALSE	FALSE	FALSE	0.395389	0.856227	0.395389	None	0.9925	0.943862
PLA2G3	50487	FALSE	FALSE	FALSE	0.395532	0.856227	0.395532	None	0.990114	0.946098
ZNF701	55762	FALSE	FALSE	FALSE	0.395555	0.856227	0.395555	None	0.992958	0.938725
IGSF10	285313	FALSE	FALSE	FALSE	0.395661	0.856227	0.395661	None	0.992958	0.937326
SPATA6L	55064	FALSE	FALSE	FALSE	0.395688	0.856227	0.395688	None	0.969258	0.971634
RAB6C	84084	FALSE	FALSE	FALSE	0.395699	0.856227	0.395699	None	0.954945	0.979746
LIG4	3981	FALSE	FALSE	FALSE	0.395723	0.856227	0.395723	None	0.925146	0.766296
NRG4	145957	FALSE	FALSE	FALSE	0.395758	0.856227	0.395758	None	0.948229	0.983402
CAPN8	388743	FALSE	FALSE	FALSE	0.395798	0.856227	0.395798	None	0.925146	0.989286
LRRC37B	114659	FALSE	FALSE	FALSE	0.395851	0.856227	0.395851	None	0.981358	0.95924
MEIOC	284071	FALSE	FALSE	FALSE	0.395934	0.856227	0.395934	None	0.956434	0.71449
CCL28	56477	FALSE	FALSE	FALSE	0.395937	0.856227	0.395937	None	0.915517	0.784644
NPSR1	387129	FALSE	FALSE	FALSE	0.395947	0.856227	0.395947	None	0.82571	0.835451
APCDD1L	164284	FALSE	FALSE	FALSE	0.396	0.856227	0.396	None	0.984976	0.955954
ZNF408	79797	FALSE	FALSE	FALSE	0.396016	0.856227	0.396016	None	0.775296	0.870178
TRNAU1AP	54952	FALSE	FALSE	FALSE	0.396188	0.856495	0.396188	None	0.987484	0.94996
INSL4	3641	FALSE	FALSE	FALSE	0.396261	0.856539	0.396261	None	0.915517	0.992998
ADAMTSL3	57188	FALSE	FALSE	FALSE	0.396434	0.856539	0.396434	None	0.992958	0.591511
ZNF302	55900	FALSE	FALSE	FALSE	0.396438	0.856539	0.396438	None	0.925146	0.766332
MARCHF7	64844	FALSE	FALSE	FALSE	0.396448	0.856539	0.396448	None	0.930953	0.763168
RPS19BP1	91582	FALSE	FALSE	FALSE	0.396462	0.856539	0.396462	None	0.999655	0.919733
APOL6	80830	FALSE	FALSE	FALSE	0.396541	0.856539	0.396541	None	0.71452	0.916345
RNF182	221687	FALSE	FALSE	FALSE	0.396542	0.856539	0.396542	None	0.9225	0.989903
NOBOX	135935	FALSE	FALSE	FALSE	0.396704	0.856591	0.396704	None	0.963079	0.975402
ZBTB9	221504	FALSE	FALSE	FALSE	0.39671	0.856591	0.39671	None	0.988697	0.60574
PRR14L	253143	FALSE	FALSE	FALSE	0.396732	0.856591	0.396732	None	0.915517	0.787416
DCAF10	79269	FALSE	FALSE	FALSE	0.396765	0.856591	0.396765	None	0.800242	0.857833
GALNT8	26290	FALSE	FALSE	FALSE	0.396832	0.856591	0.396832	None	0.992958	0.932585
ENTREZ:338809	338809	FALSE	FALSE	FALSE	0.396901	0.856591	0.396901	None	1	0.909936
PAQR5	54852	FALSE	FALSE	FALSE	0.396901	0.856591	0.396901	None	1	0.48482
HOXB8	3218	FALSE	FALSE	FALSE	0.396973	0.856602	0.396973	None	0.885	0.800691
PLA2G2A	5320	FALSE	FALSE	FALSE	0.397001	0.856602	0.397001	None	0.948229	0.736912
RBM39	9584	FALSE	FALSE	FALSE	0.397089	0.856687	0.397089	None	0.917457	0.782127
TBRG4	9238	FALSE	FALSE	FALSE	0.397218	0.856778	0.397218	None	0.862929	0.813967
DSE	29940	FALSE	FALSE	FALSE	0.397307	0.856778	0.397307	None	1	0.908582
B2M	567	FALSE	FALSE	FALSE	0.397321	0.856778	0.397321	None	0.974118	0.967599
FAM161B	145483	FALSE	FALSE	FALSE	0.397322	0.856778	0.397322	None	0.954945	0.725298
OR1L4	254973	FALSE	FALSE	FALSE	0.397436	0.85692	0.397436	None	0.994988	0.930597
PAPPA2	60676	FALSE	FALSE	FALSE	0.397532	0.857024	0.397532	None	0.969313	0.684822
MMP9	4318	FALSE	FALSE	FALSE	0.397612	0.857049	0.397612	None	0.98521	0.955121
CLCC1	23155	FALSE	FALSE	FALSE	0.397639	0.857049	0.397639	None	0.947949	0.737787
CX3CR1	1524	FALSE	FALSE	FALSE	0.397743	0.85717	0.397743	None	1	0.475568
COP1	64326	FALSE	FALSE	FALSE	0.397906	0.857206	0.397906	None	1	0.90553
KPNA7	402569	FALSE	FALSE	FALSE	0.39797	0.857206	0.39797	None	1	0.860795
AMIGO3	386724	FALSE	FALSE	FALSE	0.397981	0.857206	0.397981	None	1	0.485652
SMPD2	6610	FALSE	FALSE	FALSE	0.398081	0.857206	0.398081	None	1	0.476318
LMO1	4004	FALSE	FALSE	FALSE	0.398106	0.857206	0.398106	None	0.71452	0.917826
FGB	2244	FALSE	FALSE	FALSE	0.398217	0.857206	0.398217	None	0.845491	0.823167
DESI2	51029	FALSE	FALSE	FALSE	0.398241	0.857206	0.398241	None	0.967611	0.972645
ZMYM2	7750	FALSE	FALSE	FALSE	0.398251	0.857206	0.398251	None	0.984976	0.955275
CDH10	1008	FALSE	FALSE	FALSE	0.398276	0.857206	0.398276	None	0.994988	0.552385
METRN	79006	FALSE	FALSE	FALSE	0.3983	0.857206	0.3983	None	0.992787	0.942078
TMPRSS7	344805	FALSE	FALSE	FALSE	0.398322	0.857206	0.398322	None	0.986906	0.950651
